rank,trend,season,episode,name,start,total_votes,average_rating
89525.00,2,1,902,The Yokozuna Appears! The Invincible Urashima Goes After Okiku!,2019,102,7.6
96899.00,3,1,903,A Climactic Sumo Battle! Straw Hat vs. the Strongest Ever Yok...,2019,118,6.6
99060.00,2,1,904,Luffy Rages! Rescue Otama from Danger!,2019,107,6.8
74034.00,5,1,905,Fighting for Otama! Fight against Holdem!,2019,119,8.2
76268.00,6,1,906,Duel! The Magician and the Surgeon of Death!,2019,111,8.3
108149.00,4,1,907,Romance Dawn,2019,107,6.3
74994.00,6,1,908,The Coming of the Treasure Ship! Luffytaro Returns the Favor!,2019,114,8.3
61121.00,5,1,909,Nazo no Bohyo - Oden Joseki de no Saikai!,2019,144,8.6
70223.00,6,1,910,A Legendary Samurai! The Man Who Roger Admired!,2019,123,8.4
82536.00,3,1,911,Bringing Down the Emperor of the Sea! A Secret Raid Operation...,2019,108,7.9
38386.00,21,1,912,"The Strongest Man in the World! Shutenmaru, the Thieves Briga...",2019,245,9
44651.00,14,1,913,Everyone is Annihilated! Kaido's Furious Blast Breath!,2019,209,8.8
26154.00,32,1,914,Finally Clashing! The Ferocious Luffy vs. Kaido!,2019,397,9.2
30998.00,21,1,915,Hakai-teki! Ichigeki Hissatsu no Raimei Hakke!,2019,321,9.1
52460.00,8,1,916,Iki-jigoku! Rufi Kutsujoku no Dai Tankutsu-jo,2020,185,8.4
41065.00,16,1,917,The Holyland in Tumult! Emperor of the Sea Blackbeard Cackles!,2020,234,8.8
76819.00,6,1,918,Ugokidasu - Dato Kaido Daikeikaku!,2020,121,7.9
78461.00,6,1,919,Rampage! The Prisoners - Luffy and Kid!,2020,117,7.9
82824.00,7,1,920,Dai Hyoban! Sanji no Ohako Soba!,2020,116,7.6
90380.00,6,1,921,Goka Kenran - Wano Kuni Ichi no Bijo: Komurasaki,2020,129,6.7
76454.00,5,1,922,A Tale of Chivalry! Zoro and Tonoyasu's Little Trip!,2020,122,7.9
74793.00,6,1,923,A State of Emergency! Big Mom Closes in!,2020,120,8.1
52131.00,11,1,924,The Capital in an Uproar! Another Assassin Targets Sanji!,2020,170,8.8
56513.00,6,1,925,Dashing! The Righteous Soba Mask!,2020,160,8.6
83423.00,7,1,926,Zettai Zetsumei - Kyoi no Orochi Oniwabanshu,2020,109,7.8
91196.00,5,1,927,Shura-jo! Osoreru Daija Shogun Orochi,2020,110,7.2
90228.00,6,1,928,The Flower Falls! The Final Moment of the Most Beautiful Woma...,2020,112,7.2
93158.00,7,1,929,The Bond Between Prisoners! Luffy and Old Man Hyo!,2020,109,7.1
90008.00,6,1,930,A Lead Performer! Queen the Plague Emerges!,2020,101,7.6
98178.00,8,1,931,Goes up. Luffy's Desperate Escape!,2020,97,7.2
86654.00,5,1,932,Dead or Alive! Queen's Sumo Inferno!,2020,105,7.7
63983.00,11,1,933,Gyukimaru! Zoro Fights a Duel on Bandit's Bridge,2020,145,8.3
33972.00,40,1,934,A Big Turnover! The Three-Sword Style Overcomes Danger!,2020,297,8.9
85807.00,7,1,935,"Zoro, Stunned! The Shocking Identity of the Mysterious Woman!",2020,104,7.8
90354.00,8,1,936,Get the Hang of It! The Land of Wano's Haki - Ryuo!,2020,103,7.5
95963.00,5,1,937,Tonoyasu! Ebisu's most beloved!,2020,93,7.5
98177.00,5,1,938,Shaking the nation. The identity of Ushimitsu Kozo,2020,97,7.2
74401.00,7,1,939,The Straw Hats are running! Save the captive Tonoyasu,2020,121,8.1
43705.00,14,1,940,Zoro's Fury! The Truth About the Smile!,2020,220,8.7
63835.00,8,1,941,Toko's Tears! Orochi's Pitiless Bullets!,2020,153,8.1
65941.00,7,1,942,The Straw Hats Step In! An Uproarious Deadly Battle at the Ex...,2020,142,8.2
74788.00,7,1,943,Luffy's Determination! Win Through the Sumo Inferno!,2020,120,8.1
87020.00,6,1,944,The Coming of the Storm! Big Mom's Great Rampage!,2020,107,7.6
60589.00,6,1,945,A Grudge Over Oshiruko - Luffy Gets into a Desperate Situation,2020,153,8.4
89320.00,6,1,946,Stop the Emperor of the Sea! Queen's Secret Plan!,2020,111,7.3
89331.00,6,1,947,The Ultimate Weapon! Excite Bullets Aimed at Luffy,2020,108,7.4
79090.00,9,1,948,Start Fighting Back! Luffy and the Red Scabbard Samurai!,2020,125,7.6
50714.00,16,1,949,We're Here to Win! Luffy's Desperate Scream!,2020,189,8.5
49737.00,15,1,950,Warriors' Dream! Luffy's Conquer of Udon!,2020,199,8.4
59574.00,15,1,951,Orochi's Pursuers! Ninja Army Corps vs. Zoro,2020,177,7.9
54156.00,16,1,952,Tension Rises in Onigashima! Two Emperors of the Sea Meet?!,2020,191,8.1
45193.00,28,1,953,Hiyori's Confession! Reunion on Oihagi Bridge,2020,249,8
41448.00,26,1,954,Its Name is Enma! Oden's Meito!,2020,302,7.7
35342.00,44,1,955,&quot;A New Alliance?! Kaido's Army Gathers&quot;,2020,407,7.4
33715.00,75,1,956,Ticking Down to the Great Battle! The Straw Hats Go into Comb...,2020,353,8.2
2940.00,964,1,957,Big News! The Warlords Attack Incident,2021,"2,862",9.1
14751.00,-,1,958,&quot;The Legendary Battle! Garp and Roger&quot;,2021,746,9.4
